"UserID","sex","age"
"ID20001271","F",58
"ID20001272","M",35
"ID20001273","M",49
"ID10001274","F",52
"ID20001275","M",31
"ID10001276","F",56
"ID20001277","M",35
"ID10001278","M",46
"ID20001279","M",43
"ID20001280","M",14
"ID10001281","F",50
"ID20001282","F",57
"ID20001283","F",60
"ID20001284","F",58
"ID20001285","F",59
"ID10001286","F",55
"ID10001287","F",56
"ID10001288","M",34
"ID10001289","M",40
"ID20001290","F",59
"ID20001291","M",25
"ID20001292","F",55
"ID10001293","M",27
"ID10001294","F",52
"ID10001295","F",54
"ID10001296","F",57
"ID10001297","M",39
"ID10001298","F",53
"ID20001299","F",54
"ID20001300","M",35
"ID20001301","M",30
"ID10001302","M",33
"ID10001303","M",32
"ID20001304","M",33
"ID10001305","M",33
"ID10001306","M",32
"ID20001307","M",32
"ID20001308","M",24
"ID20001309","M",31
"ID10001310","F",53
"ID20001311","M",33
"ID10001312","M",37
"ID10001313","F",57
"ID20001314","M",34
"ID20001315","M",46
"ID10001316","F",50
"ID10001317","F",56
"ID10001318","M",44
"ID10001319","M",45
"ID10001320","M",49
"ID10001321","M",22
"ID10001322","M",45
"ID20001323","F",49
"ID10001324","M",30
"ID10001325","F",54
"ID20001326","M",36
"ID10001327","M",47
"ID10001328","F",58
"ID20001329","F",53
"ID20001330","M",34
"ID10001331","M",34
"ID10001332","M",23
"ID10001333","M",45
"ID20001334","F",55
"ID20001335","F",58
"ID10001336","M",30
"ID20001337","M",47
"ID10001338","M",35
"ID20001339","M",39
"ID20001340","M",31
"ID10001341","M",36
"ID10001342","F",54
"ID10001343","M",31
"ID10001344","M",43
"ID20001345","M",38
"ID20001346","F",59
"ID20001347","M",40
"ID20001348","F",51
"ID20001349","F",54
"ID10001350","F",58
"ID10001351","M",31
"ID20001352","F",52
"ID20001353","M",37
"ID10001354","M",41
"ID20001355","M",28
"ID20001356","M",35
"ID10001357","F",57
"ID10001358","M",26
"ID20001359","M",26
"ID20001360","F",52
"ID10001361","F",57
"ID10001362","M",41
"ID20001363","F",55
"ID20001364","F",53
"ID10001365","F",51
"ID10001366","M",34
"ID20001367","F",53
"ID10001368","F",56
"ID10001369","M",35
"ID10001370","M",27
"ID20001371","F",54
"ID10001372","M",34
"ID20001373","M",27
"ID20001374","F",53
"ID10001375","M",42
"ID20001376","F",55
"ID20001377","M",40
"ID20001378","M",35
"ID10001379","M",34
"ID10001380","M",29
"ID20001381","M",37
"ID20001382","M",23
"ID10001383","F",56
"ID20001384","F",58
"ID10001385","F",49
"ID10001386","M",11
"ID20001387","F",55
"ID20001388","F",55
"ID10001389","F",56
"ID20001390","M",36
"ID10001391","F",58
"ID10001392","F",56
"ID20001393","F",51
"ID10001394","M",20
"ID10001395","F",54
"ID20001396","F",58
"ID20001397","M",42
"ID20001398","M",34
"ID20001399","M",28
"ID20001400","F",58
"ID20001401","F",55
"ID20001402","F",59
"ID10001403","F",61
"ID20001404","M",36
"ID10001405","F",60
"ID20001406","M",32
"ID10001407","F",57
"ID10001408","M",35
"ID20001409","M",24
"ID20001410","F",55
"ID10001411","M",22
"ID20001412","F",55
"ID20001413","M",38
"ID10001414","F",56
"ID20001415","M",44
"ID20001416","M",50
"ID10001417","M",20
"ID10001418","F",54
"ID10001419","M",43
"ID10001420","M",32
"ID20001421","M",35
"ID10001422","M",34
"ID20001423","F",58
"ID20001424","M",36
"ID10001425","M",31
"ID20001426","M",17
"ID10001427","M",22
"ID20001428","F",53
"ID20001429","F",53
"ID10001430","M",32
"ID20001431","F",54
"ID10001432","M",43
"ID20001433","F",61
"ID10001434","F",57
"ID10001435","F",57
"ID20001436","M",27
"ID10001437","M",22
"ID10001438","F",52
"ID20001439","F",60
"ID10001440","M",31
"ID10001441","M",40
"ID20001442","M",24
"ID10001443","F",59
"ID20001444","M",44
"ID10001445","M",41
"ID10001446","M",24
"ID10001447","M",45
"ID20001448","M",25
"ID10001449","M",32
"ID20001450","F",53
"ID10001451","M",49
"ID20001452","M",17
"ID20001453","M",35
"ID10001454","F",53
"ID10001455","M",34
"ID10001456","M",27
"ID20001457","F",53
"ID20001458","M",20
"ID10001459","M",31
"ID10001460","M",29
"ID20001461","M",32
"ID20001462","F",58
"ID20001463","M",33
"ID20001464","M",40
"ID20001465","M",33
"ID20001466","M",37
"ID10001467","F",54
"ID20001468","F",58
"ID20001469","M",42
"ID20001470","M",29
"ID10001471","M",34
"ID10001472","M",44
"ID10001473","F",56
"ID10001474","M",35
"ID20001475","F",51
"ID10001476","F",52
"ID10001477","M",30
"ID20001478","M",30
"ID20001479","F",56
"ID20001480","F",54
"ID10001481","M",41
"ID10001482","F",54
"ID10001483","M",34
"ID10001484","F",53
"ID20001485","F",54
"ID10001486","F",54
"ID20001487","M",47
"ID20001488","F",52
"ID10001489","F",59
"ID20001490","M",30
"ID10001491","M",44
"ID20001492","F",55
"ID20001493","M",37
"ID20001494","F",56
"ID20001495","F",62
"ID20001496","M",32
"ID10001497","M",44
"ID10001498","M",47
"ID20001499","M",29
"ID20001500","M",40
"ID20001501","M",36
"ID20001502","M",34
"ID10001503","F",55
"ID20001504","M",47
"ID20001505","F",59
"ID20001506","M",34
"ID20001507","F",50
"ID20001508","M",54
"ID20001509","F",52
"ID20001510","M",27
"ID10001511","F",55
"ID20001512","F",54
"ID20001513","M",34
"ID20001514","F",52
"ID10001515","M",38
"ID20001516","M",33
"ID20001517","M",35
"ID10001518","M",36
"ID10001519","F",56
"ID10001520","F",61
"ID10001521","M",20
"ID10001522","M",30
"ID10001523","M",35
"ID10001524","M",34
"ID10001525","M",31
"ID20001526","M",34
"ID10001527","F",52
"ID20001528","F",52
"ID10001529","F",56
"ID10001530","F",53
"ID20001531","M",42
"ID10001532","M",42
"ID10001533","F",50
"ID20001534","M",35
"ID20001535","M",25
"ID20001536","M",41
"ID10001537","M",32
"ID20001538","M",28
"ID10001539","M",40
"ID10001540","M",33
"ID10001541","M",28
"ID10001542","F",51
"ID20001543","M",29
"ID10001544","F",50
"ID20001545","F",55
"ID20001546","M",35
"ID10001547","F",56
"ID20001548","M",33
"ID10001549","M",35
"ID20001550","M",42
"ID10001551","M",32
"ID10001552","M",38
"ID10001553","F",57
"ID20001554","M",30
"ID20001555","M",43
"ID20001556","M",27
"ID20001557","F",54
"ID20001558","M",29
"ID10001559","M",28
"ID10001560","M",23
"ID10001561","M",26
"ID10001562","M",30
"ID10001563","M",35
"ID10001564","M",37
"ID10001565","M",33
"ID10001566","F",57
"ID10001567","M",31
"ID10001568","F",52
"ID20001569","M",36
"ID20001570","F",51
"ID10001571","M",49
"ID10001572","F",61
"ID10001573","M",22
"ID10001574","M",42
"ID10001575","F",53
"ID20001576","M",39
"ID10001577","M",48
"ID10001578","M",46
"ID20001579","M",36
"ID10001580","F",58
"ID10001581","M",29
"ID10001582","F",54
"ID20001583","M",45
"ID10001584","M",37
"ID10001585","M",31
"ID20001586","M",27
"ID10001587","F",52
"ID10001588","M",37
"ID10001589","F",57
"ID10001590","M",33
"ID10001591","F",59
"ID20001592","F",52
"ID20001593","M",30
"ID20001594","M",32
"ID20001595","M",27
"ID20001596","F",61
"ID20001597","M",43
"ID20001598","F",61
"ID10001599","F",57
"ID10001600","M",46
"ID20001601","F",53
"ID10001602","M",32
"ID10001603","F",59
"ID10001604","F",55
"ID10001605","F",55
"ID10001606","M",42
"ID10001607","F",57
"ID10001608","M",40
"ID20001609","M",40
"ID10001610","F",59
"ID20001611","F",55
"ID20001612","M",23
"ID20001613","F",59
"ID10001614","F",54
"ID10001615","F",51
"ID10001616","F",52
"ID10001617","F",54
"ID20001618","F",56
"ID10001619","M",26
"ID10001620","M",45
"ID10001621","M",40
"ID10001622","F",58
"ID10001623","F",57
"ID20001624","F",51
"ID10001625","M",43
"ID20001626","M",41
"ID10001627","M",42
"ID10001628","M",31
"ID10001629","M",32
"ID10001630","M",37
"ID10001631","F",57
"ID10001632","M",27
"ID10001633","M",35
"ID20001634","F",60
"ID10001635","M",30
"ID10001636","M",39
"ID20001637","M",39
"ID20001638","M",31
"ID20001639","M",37
"ID10001640","M",42
"ID20001641","M",28
"ID20001642","F",53
"ID20001643","M",40
"ID20001644","F",52
"ID10001645","M",34
"ID10001646","F",57
"ID10001647","M",39
"ID10001648","M",39
"ID20001649","F",49
"ID10001650","M",42
"ID10001651","M",40
"ID20001652","M",38
"ID10001653","M",25
"ID20001654","M",46
"ID20001655","M",39
"ID20001656","F",57
"ID10001657","M",48
"ID20001658","M",42
"ID10001659","F",60
"ID10001660","M",46
"ID10001661","M",41
"ID20001662","F",52
"ID20001663","M",29
"ID10001664","F",52
"ID20001665","M",40
"ID20001666","M",30
"ID10001667","M",36
"ID10001668","M",33
"ID10001669","M",38
"ID10001670","M",22
"ID10001671","M",38
"ID20001672","F",57
"ID10001673","M",31
"ID10001674","M",26
"ID20001675","M",41
"ID10001676","F",57
"ID20001677","M",40
"ID10001678","F",51
"ID20001679","M",24
"ID20001680","M",35
"ID10001681","M",33
"ID20001682","M",37
"ID20001683","M",45
"ID10001684","F",55
"ID20001685","M",21
"ID20001686","M",29
"ID20001687","M",42
"ID20001688","M",28
"ID10001689","M",29
"ID20001690","M",42
"ID10001691","M",24
"ID10001692","M",32
"ID20001693","M",24
"ID10001694","M",34
"ID20001695","F",52
"ID10001696","M",43
"ID20001697","M",29
"ID20001698","F",55
"ID20001699","F",56
"ID10001700","M",36
"ID20001701","F",55
"ID10001702","M",40
"ID10001703","F",58
"ID10001704","M",34
"ID20001705","M",49
"ID10001706","F",51
"ID10001707","F",55
"ID20001708","F",59
"ID10001709","M",29
"ID20001710","M",33
"ID10001711","F",54
"ID20001712","M",28
"ID10001713","M",36
"ID10001714","M",32
"ID10001715","M",38
"ID20001716","M",26
"ID10001717","M",28
"ID10001718","M",20
"ID10001719","F",53
"ID20001720","F",58
"ID10001721","M",40
"ID10001722","M",50
"ID10001723","F",63
"ID10001724","M",41
"ID20001725","M",36
"ID20001726","M",51
"ID10001727","F",49
"ID20001728","F",56
"ID20001729","F",52
"ID10001730","F",51
"ID10001731","M",45
"ID10001732","M",45
"ID20001733","M",31
"ID10001734","M",49
"ID10001735","M",44
"ID20001736","F",53
"ID20001737","M",36
"ID20001738","M",36
"ID20001739","F",59
"ID10001740","F",54
"ID20001741","F",60
"ID10001742","M",29
"ID20001743","F",58
"ID10001744","M",32
"ID10001745","M",37
"ID10001746","F",52
"ID10001747","M",35
"ID10001748","M",31
"ID20001749","M",26
"ID10001750","F",55
"ID20001751","F",54
"ID20001752","M",49
"ID10001753","M",37
"ID20001754","F",48
"ID20001755","M",47
"ID20001756","M",47
"ID20001757","M",36
"ID20001758","F",52
"ID10001759","M",29
"ID10001760","F",55
"ID20001761","F",52
"ID10001762","M",31
"ID20001763","M",33
"ID10001764","M",35
"ID20001765","M",50
"ID10001766","F",50
"ID20001767","F",52
"ID20001768","M",28
"ID20001769","F",59
"ID20001770","M",32
"ID20001771","M",26
"ID10001772","M",33
"ID10001773","F",51
"ID20001774","M",37
"ID20001775","F",56
"ID10001776","F",61
"ID20001777","M",30
"ID10001778","F",59
"ID20001779","M",40
"ID10001780","F",59
"ID10001781","M",23
"ID10001782","F",50
"ID20001783","M",41
"ID10001784","F",51
"ID20001785","M",36
"ID20001786","M",33
"ID10001787","M",36
"ID20001788","M",20
"ID20001789","M",36
"ID20001790","M",24
"ID20001791","F",57
"ID20001792","M",31
"ID20001793","M",22
"ID20001794","M",47
"ID10001795","M",19
"ID10001796","F",55
"ID20001797","M",18
"ID10001798","F",52
"ID10001799","F",54
"ID20001800","F",52
"ID10001801","M",28
"ID20001802","M",49
"ID20001803","M",30
"ID20001804","F",51
"ID20001805","M",31
"ID10001806","F",54
"ID10001807","M",29
"ID10001808","M",35
"ID20001809","M",43
"ID20001810","M",31
"ID10001811","M",34
"ID20001812","M",39
"ID20001813","M",24
"ID10001814","M",43
"ID10001815","F",58
"ID10001816","M",39
"ID20001817","M",36
"ID20001818","F",56
"ID20001819","F",58
"ID10001820","M",34
"ID10001821","M",35
"ID20001822","F",56
"ID10001823","F",53
"ID10001824","M",31
"ID10001825","M",36
"ID20001826","M",40
"ID10001827","F",57
"ID20001828","M",33
"ID10001829","F",54
"ID20001830","M",29
"ID10001831","F",55
"ID20001832","M",46
"ID20001833","F",52
"ID10001834","M",41
"ID10001835","M",38
"ID20001836","M",24
"ID20001837","F",51
"ID20001838","F",53
"ID10001839","M",33
"ID10001840","F",57
"ID10001841","F",62
"ID20001842","F",59
"ID20001843","M",45
"ID10001844","F",62
"ID10001845","M",31
"ID10001846","F",54
"ID10001847","F",49
"ID10001848","F",56
"ID20001849","F",52
"ID10001850","F",52
"ID20001851","M",34
"ID10001852","M",37
"ID10001853","M",35
"ID10001854","M",35
"ID20001855","M",27
"ID20001856","M",38
"ID20001857","F",56
"ID20001858","F",55
"ID20001859","F",56
"ID20001860","F",53
"ID20001861","F",58
"ID20001862","M",29
"ID10001863","M",42
"ID10001864","M",29
"ID20001865","F",49
"ID10001866","F",53
"ID10001867","M",29
"ID20001868","F",49
"ID20001869","F",53
"ID20001870","F",50
"ID20001871","M",40
"ID20001872","M",33
"ID20001873","M",34
"ID10001874","M",33
"ID20001875","M",38
"ID10001876","F",60
"ID20001877","M",41
"ID20001878","M",32
"ID20001879","F",55
"ID10001880","M",29
"ID10001881","F",59
"ID20001882","F",56
"ID20001883","F",51
"ID10001884","F",51
"ID20001885","F",58
"ID10001886","M",43
"ID10001887","M",26
"ID20001888","M",33
"ID20001889","M",40
"ID20001890","F",49
"ID20001891","F",54
"ID10001892","M",35
"ID10001893","M",33
"ID10001894","M",51
"ID10001895","M",42
"ID20001896","F",61
"ID10001897","F",62
"ID10001898","F",58
"ID10001899","F",58
"ID10001900","M",40
"ID10001901","F",49
"ID20001902","M",40
"ID10001903","F",53
"ID10001904","F",55
"ID20001905","M",38
"ID20001906","F",57
"ID10001907","F",55
"ID20001908","M",35
"ID20001909","M",36
"ID10001910","F",51
"ID20001911","F",56
"ID20001912","M",31
"ID20001913","M",22
"ID20001914","F",54
"ID20001915","F",51
"ID10001916","M",27
"ID10001917","M",40
"ID10001918","M",36
"ID20001919","M",20
"ID20001920","F",60
"ID10001921","F",55
"ID10001922","M",33
"ID20001923","M",26
"ID10001924","M",34
"ID20001925","M",43
"ID20001926","M",33
"ID20001927","M",34
"ID10001928","M",43
"ID10001929","M",40
"ID10001930","F",52
"ID20001931","M",31
"ID20001932","M",35
"ID10001933","F",65
"ID20001934","F",57
"ID20001935","F",58
"ID10001936","F",56
"ID20001937","F",52
"ID10001938","M",30
"ID20001939","F",55
"ID10001940","F",56
"ID10001941","M",33
"ID10001942","F",55
"ID20001943","F",54
"ID20001944","M",31
"ID20001945","F",58
"ID20001946","M",41
"ID10001947","M",27
"ID20001948","M",26
"ID10001949","M",33
"ID10001950","M",25
"ID20001951","M",42
"ID20001952","M",43
"ID10001953","M",25
"ID20001954","M",37
"ID10001955","M",32
"ID20001956","M",32
"ID10001957","M",30
"ID20001958","F",58
"ID10001959","M",41
"ID20001960","M",38
"ID20001961","M",28
"ID20001962","M",34
"ID10001963","F",55
"ID20001964","M",30
"ID20001965","F",59
"ID20001966","M",44
"ID20001967","M",34
"ID20001968","M",35
"ID20001969","F",55
"ID20001970","M",25
"ID10001971","F",56
"ID20001972","M",46
"ID20001973","M",39
"ID20001974","M",27
"ID10001975","F",54
"ID10001976","M",31
"ID10001977","M",32
"ID10001978","F",56
"ID10001979","M",42
"ID20001980","M",28
"ID20001981","M",25
"ID20001982","M",43
"ID10001983","M",31
"ID10001984","M",28
"ID10001985","F",47
"ID20001986","F",54
"ID20001987","M",39
"ID10001988","F",55
"ID10001989","M",35
"ID20001990","M",40
"ID20001991","F",55
"ID20001992","F",54
"ID20001993","F",58
"ID10001994","F",51
"ID20001995","M",37
"ID20001996","M",38
"ID10001997","M",34
"ID20001998","F",48
"ID20001999","M",31
"ID10002000","F",57
"ID20002001","F",55
"ID10002002","F",56
"ID10002003","F",58
"ID10002004","M",46
"ID10002005","M",46
"ID10002006","F",50
"ID20002007","M",39
"ID20002008","F",55
"ID10002009","M",38
"ID10002010","M",27
"ID10002011","M",30
"ID10002012","F",57
"ID20002013","F",59
"ID20002014","F",55
"ID10002015","M",38
"ID10002016","M",30
"ID20002017","F",58
"ID10002018","F",56
"ID10002019","M",31
"ID10002020","M",28
"ID20002021","M",31
"ID20002022","F",56
"ID10002023","F",57
"ID10002024","F",58
"ID10002025","M",33
"ID20002026","F",50
"ID20002027","M",41
"ID10002028","M",33
"ID10002029","M",35
"ID20002030","F",58
"ID10002031","M",39
"ID20002032","F",56
"ID10002033","M",40
"ID20002034","F",53
"ID20002035","M",41
"ID10002036","F",58
"ID10002037","F",56
"ID20002038","M",28
"ID20002039","M",37
"ID10002040","M",37
"ID10002041","F",54
"ID10002042","F",58
"ID10002043","M",24
"ID20002044","F",59
"ID20002045","F",54
"ID10002046","F",55
"ID10002047","M",32
"ID10002048","F",58
"ID10002049","M",38
"ID10002050","M",33
"ID10002051","M",38
"ID10002052","M",39
"ID20002053","M",27
"ID10002054","M",43
"ID10002055","M",28
"ID20002056","M",42
"ID20002057","M",28
"ID20002058","M",27
"ID10002059","F",55
"ID10002060","M",37
"ID20002061","M",38
"ID20002062","M",46
"ID20002063","M",40
"ID20002064","M",32
"ID20002065","M",43
"ID20002066","M",44
"ID10002067","M",35
"ID20002068","M",40
"ID10002069","M",34
"ID20002070","F",51
"ID20002071","F",51
"ID10002072","F",52
"ID20002073","M",31
"ID10002074","F",57
"ID10002075","M",34
"ID20002076","M",30
"ID20002077","M",30
"ID10002078","M",29
"ID20002079","F",55
"ID10002080","M",28
"ID10002081","M",42
"ID20002082","M",45
"ID10002083","M",44
"ID10002084","M",49
"ID10002085","M",29
"ID10002086","F",53
"ID10002087","M",39
"ID20002088","F",61
"ID20002089","M",38
"ID20002090","M",28
"ID10002091","M",32
"ID20002092","F",53
"ID10002093","F",57
"ID20002094","M",34
"ID10002095","M",28
"ID10002096","M",34
"ID20002097","F",55
"ID20002098","M",26
"ID20002099","M",47
"ID10002100","M",38
"ID10002101","M",34
"ID20002102","M",28
"ID20002103","F",53
"ID10002104","F",55
"ID20002105","F",54
"ID20002106","F",53
"ID10002107","F",56
"ID10002108","M",58
"ID20002109","F",54
"ID20002110","M",43
"ID10002111","F",54
"ID20002112","M",25
"ID10002113","M",31
"ID10002114","M",39
"ID20002115","M",20
"ID10002116","F",53
"ID20002117","M",40
"ID10002118","F",56
"ID20002119","F",54
"ID20002120","F",53
"ID20002121","M",43
"ID20002122","M",29
"ID10002123","F",53
"ID10002124","M",31
"ID10002125","F",59
"ID10002126","M",44
"ID20002127","F",50
"ID20002128","M",16
"ID10002129","M",34
"ID20002130","M",30
"ID10002131","F",56
"ID10002132","F",57
"ID20002133","M",40
"ID20002134","M",27
"ID10002135","M",26
"ID20002136","F",62
"ID20002137","M",35
"ID10002138","M",32
"ID20002139","F",47
"ID10002140","M",35
"ID20002141","M",45
"ID10002142","F",57
"ID20002143","M",41
"ID10002144","F",56
"ID10002145","F",55
"ID20002146","F",58
"ID10002147","M",30
"ID20002148","M",32
"ID10002149","M",41
"ID10002150","M",30
"ID20002151","M",38
"ID20002152","M",35
"ID10002153","F",56
"ID20002154","F",52
"ID20002155","M",26
"ID10002156","F",54
"ID20002157","M",23
"ID10002158","M",31
"ID10002159","F",56
"ID10002160","M",36
"ID20002161","M",29
"ID20002162","M",33
"ID20002163","F",46
"ID10002164","M",46
"ID10002165","F",56
"ID10002166","F",54
"ID10002167","M",34
"ID10002168","M",40
"ID20002169","F",56
"ID20002170","M",47
"ID10002171","M",29
"ID10002172","F",56
"ID20002173","F",55
"ID20002174","M",34
"ID10002175","M",32
"ID20002176","M",33
"ID20002177","M",29
"ID10002178","F",58
"ID10002179","F",57
"ID20002180","M",25
"ID10002181","M",29
"ID20002182","M",34
"ID20002183","M",30
"ID10002184","M",37
"ID10002185","M",52
"ID10002186","M",15
"ID20002187","M",16
"ID10002188","F",54
"ID20002189","F",52
"ID20002190","M",40
"ID20002191","F",54
"ID20002192","M",36
"ID10002193","M",34
"ID20002194","M",40
"ID20002195","F",56
"ID20002196","M",39
"ID10002197","M",31
"ID20002198","F",53
"ID10002199","M",39
"ID10002200","M",39
"ID10002201","M",33
"ID20002202","F",55
"ID20002203","M",46
"ID20002204","F",51
"ID20002205","F",60
"ID20002206","M",40
"ID20002207","F",60
"ID10002208","M",45
"ID20002209","M",31
"ID20002210","M",31
"ID10002211","F",60
"ID20002212","M",35
"ID20002213","M",23
"ID10002214","F",55
"ID10002215","M",40
"ID20002216","M",37
"ID10002217","M",30
"ID20002218","F",54
"ID10002219","F",56
"ID20002220","F",52
"ID20002221","M",40
"ID20002222","M",26
"ID20002223","F",53
"ID20002224","F",50
"ID10002225","M",45
"ID10002226","M",38
"ID20002227","M",29
"ID10002228","F",54
"ID10002229","M",36
"ID10002230","F",54
"ID10002231","F",54
"ID20002232","M",31
"ID10002233","M",42
"ID20002234","M",40
"ID20002235","F",53
"ID20002236","M",41
"ID10002237","M",38
"ID20002238","M",31
"ID10002239","M",26
"ID20002240","M",43
"ID20002241","M",29
"ID10002242","M",48
"ID20002243","M",26
"ID20002244","F",57
"ID20002245","M",38
"ID10002246","M",29
"ID10002247","M",34
"ID20002248","F",56
"ID10002249","F",54
"ID10002250","F",55
"ID10002251","M",34
"ID10002252","F",54
"ID10002253","F",60
"ID20002254","M",35
"ID10002255","M",35
"ID10002256","M",36
"ID20002257","M",28
"ID20002258","F",59
"ID20002259","M",37
"ID10002260","M",35
"ID10002261","F",53
"ID20002262","M",36
"ID10002263","M",31
"ID10002264","M",44
"ID20002265","F",47
"ID10002266","M",40
"ID20002267","F",53
"ID20002268","M",34
"ID10002269","M",40
"ID10002270","F",58
"ID10002271","F",51
"ID20002272","F",60
"ID20002273","F",54
"ID20002274","M",38
"ID10002275","M",25
"ID20002276","F",61
"ID10002277","M",32
"ID20002278","M",57
"ID10002279","F",54
"ID10002280","M",27
"ID20002281","M",25
"ID20002282","M",30
"ID20002283","F",54
"ID10002284","F",52
"ID20002285","M",43
"ID10002286","M",39
"ID10002287","M",30
"ID20002288","F",54
"ID10002289","M",44
"ID20002290","M",34
"ID10002291","F",63
"ID10002292","F",53
"ID10002293","M",34
"ID10002294","M",40
"ID20002295","M",48
"ID20002296","M",39
"ID10002297","F",53
"ID10002298","F",53
"ID20002299","M",30
"ID10002300","M",39
"ID20002301","M",36
"ID20002302","M",41
"ID10002303","M",24
"ID10002304","F",59
"ID20002305","M",37
"ID20002306","F",52
"ID10002307","M",41
"ID10002308","M",32
"ID20002309","M",33
"ID10002310","M",36
"ID20002311","F",51
"ID10002312","M",48
"ID20002313","F",58
"ID20002314","F",52
"ID10002315","F",53
"ID10002316","F",56
"ID10002317","M",28
"ID20002318","M",37
"ID10002319","M",33
"ID20002320","M",29
"ID20002321","M",27
"ID10002322","M",45
"ID20002323","F",57
"ID10002324","F",59
"ID10002325","F",54
"ID10002326","F",59
"ID10002327","F",53
"ID10002328","M",25
"ID20002329","F",62
"ID20002330","F",58
"ID10002331","M",33
"ID10002332","F",56
"ID10002333","M",32
"ID10002334","F",55
"ID20002335","M",35
"ID20002336","M",42
"ID20002337","M",33
"ID10002338","M",38
"ID10002339","F",54
"ID10002340","M",31
"ID10002341","M",43
"ID10002342","M",44
"ID20002343","M",27
"ID10002344","M",33
"ID10002345","M",34
"ID10002346","M",30
"ID10002347","M",41
"ID20002348","F",55
"ID20002349","M",19
"ID20002350","F",56
"ID20002351","M",32
"ID20002352","F",51
"ID10002353","M",30
"ID10002354","F",53
"ID20002355","M",34
"ID20002356","M",29
"ID10002357","F",52
"ID20002358","F",58
"ID20002359","F",54
"ID20002360","F",58
"ID10002361","F",50
"ID10002362","F",55
"ID20002363","M",22
"ID10002364","F",52
"ID10002365","M",41
"ID10002366","M",35
"ID10002367","F",56
"ID10002368","F",53
"ID10002369","F",58
"ID10002370","F",63
"ID20002371","M",39
"ID10002372","M",30
"ID20002373","M",40
"ID10002374","M",45
"ID20002375","F",57
"ID10002376","M",30
"ID20002377","M",40
"ID10002378","M",43
"ID20002379","M",44
"ID20002380","F",52
"ID20002381","M",34
"ID10002382","M",32
"ID10002383","F",56
"ID20002384","M",37
"ID10002385","F",54
"ID20002386","F",57
"ID10002387","M",29
"ID10002388","M",39
"ID20002389","M",47
"ID20002390","M",37
"ID20002391","M",32
"ID10002392","M",40
"ID10002393","M",27
"ID20002394","M",47
"ID10002395","M",27
"ID20002396","F",50
"ID10002397","M",29
"ID20002398","M",39
"ID20002399","F",59
"ID10002400","F",52
"ID20002401","M",31
"ID10002402","F",55
"ID10002403","M",30
"ID20002404","M",29
"ID20002405","M",27
"ID10002406","F",56
"ID10002407","F",57
"ID20002408","F",55
"ID10002409","M",31
"ID10002410","M",25
"ID10002411","M",46
"ID10002412","M",34
"ID10002413","F",50
"ID20002414","F",54
"ID20002415","M",37
"ID20002416","M",45
"ID20002417","M",28
"ID20002418","M",27
"ID20002419","F",57
"ID10002420","M",38
"ID20002421","M",43
"ID10002422","M",24
"ID20002423","F",55
"ID20002424","F",57
"ID10002425","F",57
"ID20002426","M",32
"ID10002427","F",57
"ID10002428","M",32
"ID20002429","M",40
"ID20002430","M",33
"ID10002431","F",57
"ID10002432","F",57
"ID20002433","M",47
"ID20002434","M",44
"ID20002435","M",31
"ID10002436","M",31
"ID10002437","F",61
"ID10002438","M",38
"ID10002439","M",35
"ID20002440","M",43
"ID20002441","M",34
"ID10002442","M",40
"ID10002443","M",47
"ID10002444","M",40
"ID10002445","M",43
"ID20002446","F",53
"ID20002447","M",28
"ID20002448","F",51
"ID10002449","M",29
"ID10002450","F",52
"ID20002451","F",52
"ID20002452","M",26
"ID20002453","M",34
"ID20002454","M",30
"ID10002455","F",57
"ID20002456","M",38
"ID20002457","M",34
"ID20002458","F",56
"ID10002459","F",49
"ID20002460","M",35
"ID10002461","M",45
"ID20002462","F",50
"ID10002463","M",33
"ID10002464","F",55
"ID20002465","M",33
"ID10002466","M",25
"ID10002467","M",39
"ID20002468","M",43
"ID20002469","M",39
"ID10002470","F",60
"ID10002471","F",59
"ID10002472","M",37
"ID20002473","F",58
"ID20002474","M",34
"ID10002475","M",33
"ID20002476","M",44
"ID20002477","M",35
"ID10002478","M",37
"ID20002479","F",56
"ID10002480","M",29
"ID20002481","M",43
"ID20002482","M",26
"ID20002483","M",35
"ID10002484","M",24
"ID10002485","F",52
"ID10002486","M",24
"ID20002487","M",45
"ID10002488","M",38
"ID10002489","M",46
"ID10002490","M",42
"ID10002491","F",57
"ID20002492","M",40
"ID20002493","M",30
"ID20002494","M",36
"ID10002495","F",52
"ID10002496","M",38
"ID20002497","M",26
"ID10002498","M",31
"ID10002499","M",31
"ID10002500","F",55
"ID20002501","F",51
"ID20002502","F",59
"ID20002503","M",27
"ID10002504","F",53
"ID10002505","M",46
"ID20002506","M",43
"ID20002507","M",20
"ID20002508","F",58
"ID20002509","M",28
"ID20002510","F",55
"ID20002511","M",36
"ID10002512","M",36
"ID20002513","F",54
"ID20002514","M",27
"ID10002515","F",52
"ID10002516","M",34
"ID20002517","M",43
"ID20002518","M",18
"ID20002519","F",57
"ID20002520","M",40
"ID10002521","F",57
"ID10002522","M",28
"ID20002523","F",60
"ID20002524","M",48
"ID10002525","M",29
"ID10002526","M",29
"ID20002527","M",34
"ID20002528","F",53
"ID10002529","M",36
"ID20002530","M",37
"ID20002531","M",36
"ID20002532","M",32
"ID20002533","M",31
"ID10002534","F",54
"ID10002535","M",32
"ID20002536","M",55
"ID20002537","F",48
"ID20002538","M",34
"ID20002539","M",32
"ID20002540","M",41
"ID20002541","M",29
